model,layer,category,name,model_buffer,normal_execution_storage,precision,bytes,shape
"Target","13","Hyperconnection mixers","blk.13.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","13","Hyperconnection mixers","blk.13.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","13","Attention and indexer weights","blk.13.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","13","Attention and indexer weights","blk.13.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","13","Recurrent layer weights","blk.13.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","13","Recurrent layer weights","blk.13.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","13","Recurrent layer weights","blk.13.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","13","Recurrent layer weights","blk.13.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","13","Recurrent layer weights","blk.13.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","13","Recurrent layer weights","blk.13.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","13","Recurrent layer weights","blk.13.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","13","Expert routers","blk.13.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","13","Shared experts","blk.13.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","13","Shared experts","blk.13.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","13","Shared experts","blk.13.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","13","Shared experts","blk.13.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","14","Hyperconnection mixers","blk.14.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","14","Hyperconnection mixers","blk.14.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","14","Hyperconnection mixers","blk.14.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","14","Hyperconnection mixers","blk.14.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","14","Hyperconnection mixers","blk.14.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","14","Hyperconnection mixers","blk.14.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","14","Hyperconnection mixers","blk.14.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","14","Hyperconnection mixers","blk.14.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","14","Attention and indexer weights","blk.14.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","14","Attention and indexer weights","blk.14.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","14","Recurrent layer weights","blk.14.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","14","Recurrent layer weights","blk.14.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","14","Recurrent layer weights","blk.14.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","14","Recurrent layer weights","blk.14.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","14","Recurrent layer weights","blk.14.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","14","Recurrent layer weights","blk.14.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","14","Recurrent layer weights","blk.14.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","14","Expert routers","blk.14.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","14","Shared experts","blk.14.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","14","Shared experts","blk.14.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","14","Shared experts","blk.14.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","14","Shared experts","blk.14.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","15","Hyperconnection mixers","blk.15.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","15","Hyperconnection mixers","blk.15.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","15","Hyperconnection mixers","blk.15.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","15","Hyperconnection mixers","blk.15.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","15","Hyperconnection mixers","blk.15.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","15","Hyperconnection mixers","blk.15.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","15","Hyperconnection mixers","blk.15.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","15","Hyperconnection mixers","blk.15.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","15","Attention and indexer weights","blk.15.attn_q.weight","Vulkan0","Vulkan0","q8_0","33423360","2560,12288,1,1"
"Target","15","Attention and indexer weights","blk.15.attn_k.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","15","Attention and indexer weights","blk.15.attn_v.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","15","Attention and indexer weights","blk.15.attn_output.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","15","Attention and indexer weights","blk.15.attn_q_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","15","Attention and indexer weights","blk.15.attn_k_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","15","Other dense weights","blk.15.indexer.q_proj.weight","Vulkan0","Vulkan0","bf16","2621440","2560,512,1,1"
"Target","15","Other dense weights","blk.15.indexer.k_proj.weight","Vulkan0","Vulkan0","bf16","655360","2560,128,1,1"
"Target","15","Other dense weights","blk.15.indexer.q_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","15","Other dense weights","blk.15.indexer.k_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","15","Expert routers","blk.15.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","15","Shared experts","blk.15.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","15","Shared experts","blk.15.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","15","Shared experts","blk.15.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","15","Shared experts","blk.15.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","16","Hyperconnection mixers","blk.16.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","16","Hyperconnection mixers","blk.16.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","16","Hyperconnection mixers","blk.16.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","16","Hyperconnection mixers","blk.16.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","16","Hyperconnection mixers","blk.16.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","16","Hyperconnection mixers","blk.16.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","16","Hyperconnection mixers","blk.16.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","16","Hyperconnection mixers","blk.16.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","16","Attention and indexer weights","blk.16.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","16","Attention and indexer weights","blk.16.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","16","Recurrent layer weights","blk.16.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","16","Recurrent layer weights","blk.16.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","16","Recurrent layer weights","blk.16.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","16","Recurrent layer weights","blk.16.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","16","Recurrent layer weights","blk.16.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","16","Recurrent layer weights","blk.16.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","16","Recurrent layer weights","blk.16.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","16","Expert routers","blk.16.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","16","Shared experts","blk.16.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","16","Shared experts","blk.16.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","16","Shared experts","blk.16.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","16","Shared experts","blk.16.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","17","Hyperconnection mixers","blk.17.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","17","Hyperconnection mixers","blk.17.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","17","Hyperconnection mixers","blk.17.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","17","Hyperconnection mixers","blk.17.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","17","Hyperconnection mixers","blk.17.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","17","Hyperconnection mixers","blk.17.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","17","Hyperconnection mixers","blk.17.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","17","Hyperconnection mixers","blk.17.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","17","Attention and indexer weights","blk.17.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","17","Attention and indexer weights","blk.17.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","17","Recurrent layer weights","blk.17.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","17","Recurrent layer weights","blk.17.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","17","Recurrent layer weights","blk.17.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","17","Recurrent layer weights","blk.17.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","17","Recurrent layer weights","blk.17.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","17","Recurrent layer weights","blk.17.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","17","Recurrent layer weights","blk.17.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","17","Expert routers","blk.17.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","17","Shared experts","blk.17.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","17","Shared experts","blk.17.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","17","Shared experts","blk.17.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","17","Shared experts","blk.17.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","18","Hyperconnection mixers","blk.18.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","18","Hyperconnection mixers","blk.18.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","18","Hyperconnection mixers","blk.18.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","18","Hyperconnection mixers","blk.18.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","18","Hyperconnection mixers","blk.18.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","18","Hyperconnection mixers","blk.18.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","18","Hyperconnection mixers","blk.18.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","18","Hyperconnection mixers","blk.18.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","18","Attention and indexer weights","blk.18.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","18","Attention and indexer weights","blk.18.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","18","Recurrent layer weights","blk.18.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","18","Recurrent layer weights","blk.18.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","18","Recurrent layer weights","blk.18.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","18","Recurrent layer weights","blk.18.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","18","Recurrent layer weights","blk.18.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","18","Recurrent layer weights","blk.18.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","18","Recurrent layer weights","blk.18.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","18","Expert routers","blk.18.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","18","Shared experts","blk.18.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","18","Shared experts","blk.18.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","18","Shared experts","blk.18.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","18","Shared experts","blk.18.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","19","Hyperconnection mixers","blk.19.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","19","Hyperconnection mixers","blk.19.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","19","Hyperconnection mixers","blk.19.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","19","Hyperconnection mixers","blk.19.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","19","Hyperconnection mixers","blk.19.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","19","Hyperconnection mixers","blk.19.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","19","Hyperconnection mixers","blk.19.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","19","Hyperconnection mixers","blk.19.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","19","Attention and indexer weights","blk.19.attn_q.weight","Vulkan0","Vulkan0","q8_0","33423360","2560,12288,1,1"
"Target","19","Attention and indexer weights","blk.19.attn_k.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","19","Attention and indexer weights","blk.19.attn_v.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","19","Attention and indexer weights","blk.19.attn_output.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","19","Attention and indexer weights","blk.19.attn_q_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","19","Attention and indexer weights","blk.19.attn_k_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","19","Other dense weights","blk.19.indexer.q_proj.weight","Vulkan0","Vulkan0","bf16","2621440","2560,512,1,1"
"Target","19","Other dense weights","blk.19.indexer.k_proj.weight","Vulkan0","Vulkan0","bf16","655360","2560,128,1,1"
"Target","19","Other dense weights","blk.19.indexer.q_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","19","Other dense weights","blk.19.indexer.k_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","19","Expert routers","blk.19.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","19","Shared experts","blk.19.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","19","Shared experts","blk.19.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","19","Shared experts","blk.19.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","19","Shared experts","blk.19.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","20","Hyperconnection mixers","blk.20.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","20","Hyperconnection mixers","blk.20.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","20","Hyperconnection mixers","blk.20.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","20","Hyperconnection mixers","blk.20.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","20","Hyperconnection mixers","blk.20.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","20","Hyperconnection mixers","blk.20.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","20","Hyperconnection mixers","blk.20.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","20","Hyperconnection mixers","blk.20.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","20","Attention and indexer weights","blk.20.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","20","Attention and indexer weights","blk.20.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","20","Recurrent layer weights","blk.20.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","20","Recurrent layer weights","blk.20.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","20","Recurrent layer weights","blk.20.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","20","Recurrent layer weights","blk.20.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","20","Recurrent layer weights","blk.20.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","20","Recurrent layer weights","blk.20.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","20","Recurrent layer weights","blk.20.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","20","Expert routers","blk.20.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","20","Shared experts","blk.20.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","20","Shared experts","blk.20.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","20","Shared experts","blk.20.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","20","Shared experts","blk.20.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","21","Hyperconnection mixers","blk.21.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","21","Hyperconnection mixers","blk.21.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","21","Hyperconnection mixers","blk.21.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","21","Hyperconnection mixers","blk.21.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","21","Hyperconnection mixers","blk.21.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","21","Hyperconnection mixers","blk.21.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","21","Hyperconnection mixers","blk.21.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","21","Hyperconnection mixers","blk.21.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","21","Attention and indexer weights","blk.21.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","21","Attention and indexer weights","blk.21.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","21","Recurrent layer weights","blk.21.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","21","Recurrent layer weights","blk.21.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","21","Recurrent layer weights","blk.21.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","21","Recurrent layer weights","blk.21.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","21","Recurrent layer weights","blk.21.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","21","Recurrent layer weights","blk.21.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","21","Recurrent layer weights","blk.21.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","21","Expert routers","blk.21.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","21","Shared experts","blk.21.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","21","Shared experts","blk.21.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","21","Shared experts","blk.21.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","21","Shared experts","blk.21.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","22","Hyperconnection mixers","blk.22.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","22","Hyperconnection mixers","blk.22.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","22","Hyperconnection mixers","blk.22.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","22","Hyperconnection mixers","blk.22.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","22","Hyperconnection mixers","blk.22.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","22","Hyperconnection mixers","blk.22.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","22","Hyperconnection mixers","blk.22.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","22","Hyperconnection mixers","blk.22.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","22","Attention and indexer weights","blk.22.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","22","Attention and indexer weights","blk.22.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","22","Recurrent layer weights","blk.22.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","22","Recurrent layer weights","blk.22.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","22","Recurrent layer weights","blk.22.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","22","Recurrent layer weights","blk.22.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","22","Recurrent layer weights","blk.22.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","22","Recurrent layer weights","blk.22.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","22","Recurrent layer weights","blk.22.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","22","Expert routers","blk.22.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","22","Shared experts","blk.22.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","22","Shared experts","blk.22.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","22","Shared experts","blk.22.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","22","Shared experts","blk.22.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","23","Hyperconnection mixers","blk.23.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","23","Hyperconnection mixers","blk.23.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","23","Hyperconnection mixers","blk.23.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
